pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
Kiedy EDB nadaje dziennikowi status „oddany do użytkowania”?,Z chwilą założenia konta przez inwestora.,Zawsze po upływie 21 dni od wydania dziennika.,Po pierwszym wpisie kierownika budowy.,Po przyjęciu zawiadomienia bez sprzeciwu albo wydaniu pozwolenia na użytkowanie.,4,Art. 47l ust. 5 wiąże ten status z legalnym rozpoczęciem użytkowania.
Jakie dane trzeba podać przy zakładaniu konta w systemie EDB?,Wyłącznie adres zamieszkania i PESEL.,"Imię, nazwisko i adres e-mail.",Tylko numer pozwolenia na budowę.,Wyłącznie numer działki i księgi wieczystej.,2,"Art. 47n ust. 2 wymaga imienia, nazwiska oraz adresu e-mail."
Kto udostępnia dziennik EDB pozostałym uczestnikom procesu budowlanego?,Główny Inspektor Nadzoru Budowlanego na wniosek każdego uczestnika.,Organ wydający pozwolenie po otrzymaniu zgłoszenia rozpoczęcia robót.,Inwestor.,"Kierownik budowy wszystkim uczestnikom, także inspektorowi ustanowionemu później.",3,Art. 47o ust. 1 pkt 1 daje inwestorowi rolę udostępniania dziennika uczestnikom.
Kto daje geodecie uprawnionemu dostęp do wpisów w elektronicznym dzienniku budowy?,Kierownik budowy albo kierownik robót.,Wyłącznie organ wydający warunki zabudowy.,Każdy sąsiad działki budowlanej.,Wyłącznie rzeczoznawca majątkowy.,1,Art. 47o ust. 1 pkt 2 przewiduje nadanie dostępu geodecie przez kierownika.
"Czy inwestor może odebrać uczestnikowi dostęp do dziennika EDB tak, by uniemożliwić mu ustawowe obowiązki?","Nie, bo żaden dostęp do EDB nie może być odebrany.","Tak, może zawsze pozbawić go możliwości działania.","Tak, ale tylko po uzgodnieniu z wykonawcą.","Nie, odebranie dostępu nie może utrudniać wykonywania praw i obowiązków.",4,"Art. 47o ust. 2–3 dopuszcza odebranie dostępu, ale chroni wykonywanie funkcji."
Kto odpowiada za utrzymanie i rozwój systemu EDB?,Projektant sprawujący nadzór autorski.,Każdy starosta odrębnie dla powiatu.,Wojewódzki konserwator zabytków.,Główny Inspektor Nadzoru Budowlanego.,4,Art. 47q wskazuje Głównego Inspektora jako administratora danych i systemu EDB.
Czy podanie numeru telefonu jest konieczne do przechowywania go w EDB?,"Nie, system przechowuje numer tylko gdy użytkownik go poda.","Nie, EDB nigdy nie przechowuje numerów telefonów.","Tak, numer jest zawsze pobierany automatycznie.","Tak, lecz tylko gdy wskaże go kierownik budowy.",1,Art. 47r pkt 1 lit. d uzależnia przechowywanie telefonu od podania go przez użytkownika.
Po jakim czasie dane indywidualnego dziennika są usuwane z EDB po nadaniu właściwego statusu?,Od razu po zamknięciu budowy.,Po 10 latach od pierwszego wpisu.,Po 5 latach bez żadnych wyjątków.,"Po 25 latach, z uwzględnieniem przepisów archiwalnych.",4,Art. 47s ust. 2 wyznacza 25 lat od statusu użytkowania lub zamknięcia dziennika.
Do kiedy co do zasady wydaje się papierowe dzienniki budowy?,"Do 31 grudnia 2031 r., z wyjątkiem wskazanych terenów zamkniętych.",Do 31 grudnia 2026 r. bez wyjątków.,Tylko do 31 grudnia 2028 r.,Bezterminowo dla każdej inwestycji.,1,Art. 47v przewiduje granicę końca 2031 r. i wyjątki dla terenów zamkniętych.
Co podaje postanowienie o wstrzymaniu samowolnej budowy oprócz nakazu wstrzymania?,Informację o możliwości legalizacji oraz opłacie legalizacyjnej.,Jedynie numer dziennika budowy.,Wyłącznie harmonogram rozbiórki sporządzony przez inwestora.,Tylko wysokość podatku od nieruchomości.,1,Art. 48 ust. 3 nakazuje pouczyć o legalizacji i zasadach opłaty.
"Od kiedy liczy się termin na wniosek o legalizację, gdy wniesiono zażalenie na wstrzymanie budowy?","Od dnia, w którym postanowienie o wstrzymaniu stało się ostateczne.",Od dnia złożenia wniosku o pozwolenie na użytkowanie.,Od dnia pierwszego wpisu w dzienniku budowy.,Od daty zakupu materiałów budowlanych.,1,Art. 48a ust. 3 przesuwa początek terminu po rozpoznaniu zażalenia.
Do kiedy można wycofać wniosek o legalizację?,Wyłącznie w ciągu 3 dni od złożenia wniosku.,W dowolnym czasie po wydaniu decyzji legalizacyjnej.,Do dnia wydania decyzji o legalizacji.,Dopiero po ostatecznej rozbiórce obiektu.,3,Art. 48a ust. 2 wyznacza granicę wycofania przed decyzją legalizacyjną.
Jaki najkrótszy termin organ wyznacza na dokumenty legalizacyjne w zwykłym postępowaniu?,Nie krótszy niż 3 lata od wydania pozwolenia.,Nie krótszy niż 60 dni od doręczenia postanowienia.,Zawsze dokładnie 14 dni od zgłoszenia.,Nie krótszy niż 7 dni od rozpoczęcia budowy.,2,Art. 48b ust. 1 chroni co najmniej 60 dni na przedłożenie dokumentów.
Co potwierdza zgodność samowolnej budowy z ustaleniami planistycznymi w dokumentach legalizacyjnych?,Tylko podpis właściciela sąsiedniej działki.,"Zaświadczenie wójta, burmistrza albo prezydenta miasta.",Wyłącznie wpis kierownika do dziennika budowy.,Wyłącznie oświadczenie wykonawcy robót.,2,Art. 48b ust. 2–3 wymaga zaświadczenia organu gminy o zgodności z planem lub właściwą decyzją.
Co bada organ nadzoru po przedłożeniu dokumentów w zwykłej legalizacji?,Kompletność dokumentów i zgodność projektu zagospodarowania z przepisami.,Tylko zgodność projektu technicznego z kosztorysem wykonawcy.,Samo uiszczenie opłaty legalizacyjnej przed badaniem dokumentów.,Wyłącznie zgodność architektury obiektu z preferencjami właściciela.,1,Art. 49 ust. 1 wskazuje oba zakresy weryfikacji przed ustaleniem opłaty.
Co następuje po pozytywnej kontroli dokumentów legalizacyjnych przed decyzją o legalizacji?,Organ ustala opłatę legalizacyjną w postanowieniu.,Inwestor wyłącznie zamyka dziennik budowy.,Projektant sam zatwierdza całą budowę.,Organ natychmiast wydaje pozwolenie na użytkowanie.,1,Art. 49 ust. 2a przewiduje postanowienie o opłacie po sprawdzeniu dokumentów.
Czy na postanowienie o ustaleniu opłaty legalizacyjnej można wnieść zażalenie?,"Tak, ustawa przewiduje zażalenie.","Tak, ale dopiero po rozbiórce obiektu.","Nie, można je zmienić wyłącznie u projektanta.","Nie, kwoty nigdy nie można kwestionować.",1,Art. 49 ust. 2b dopuszcza zażalenie na ustalenie opłaty.
Co zatwierdza decyzja legalizacyjna po opłaceniu należności?,"Wyłącznie projekt techniczny, niezależnie od rodzaju samowolnej budowy.","Samo zaświadczenie o zgodności z planem, bez zatwierdzenia odpowiedniego projektu.",Projekt rozbiórki zamiast projektu umożliwiającego legalizację obiektu.,"Projekt budowlany albo projekt zagospodarowania, zależnie od rodzaju budowy.",4,Art. 49 ust. 4 wiąże decyzję z zatwierdzeniem właściwego projektu i ewentualnym wznowieniem.
Kiedy decyzja legalizacyjna zezwala na wznowienie budowy?,"Nigdy, decyzja dotyczy tylko użytkowania.",Wyłącznie po upływie 20 lat od zakończenia.,Zawsze po rozbiórce całego obiektu.,Gdy budowa nie została jeszcze zakończona.,4,Art. 49 ust. 4 pkt 2 pozwala wznowić niezakończoną budowę po legalizacji.
Czy zwykła legalizacja budowy wymagającej pozwolenia kończy się obowiązkiem uzyskania pozwolenia na użytkowanie?,"Nie, sam wniosek legalizacyjny pozwala użytkować obiekt.","Nie, wystarczy ustna zgoda organu nadzoru.","Tak, organ nakłada taki obowiązek w decyzji legalizacyjnej.","Tak, ale tylko przy obiekcie tymczasowym na wystawie.",3,Art. 49 ust. 5 nakazuje pozwolenie na użytkowanie dla wskazanych kategorii budów.
Kiedy opłata legalizacyjna może zostać zwrócona po uchyleniu legalizacji i nakazie rozbiórki?,"Po stwierdzeniu wykonania rozbiórki, w ustawowym terminie 30 dni.","Po złożeniu oświadczenia o rozbiórce, bez stwierdzenia jej wykonania.","Po samym uchyleniu legalizacji, jeszcze przed wykonaniem nakazanej rozbiórki.","Po upływie 30 dni od wydania nakazu, niezależnie od stanu obiektu.",1,Art. 49a ust. 1 przewiduje zwrot po wykonanej rozbiórce w opisanej sytuacji.
Co grozi przy nieuiszczeniu opłaty legalizacyjnej w wyznaczonym terminie?,Decyzja o rozbiórce obiektu lub jego części.,Automatyczne zatwierdzenie projektu bez opłaty.,Wyłącznie upomnienie bez dalszych skutków.,Obniżenie opłaty o połowę po terminie.,1,Art. 49e pkt 5 nakazuje decyzję rozbiórkową przy braku opłaty.
Czy wycofanie wniosku o legalizację usuwa ryzyko nakazu rozbiórki?,"Nie, ale powoduje wyłącznie ponowne zgłoszenie.","Tak, postępowanie kończy się pełną legalizacją.","Tak, jeśli obiekt ma pozwolenie na użytkowanie.","Nie, jest jedną z podstaw wydania decyzji o rozbiórce.",4,Art. 49e pkt 2 wskazuje wycofanie wniosku jako podstawę nakazu rozbiórki.
Po jakim czasie od zakończenia samowolnej budowy można wszcząć uproszczoną legalizację?,Dopiero po 30 latach.,Po co najmniej 10 latach.,Po co najmniej 20 latach.,Po co najmniej 5 latach.,3,Art. 49f ust. 1 wyznacza granicę dwudziestu lat.
Jaki dokument techniczny jest wymagany przy uproszczonej legalizacji?,"Protokół z kontroli okresowej, bez oceny możliwości bezpiecznego użytkowania.","Ekspertyza potwierdzająca jedynie wiek obiektu, bez oceny bezpieczeństwa.",Projekt techniczny nowej budowy zamiast ekspertyzy istniejącego obiektu.,Ekspertyza potwierdzająca brak zagrożenia i możliwość bezpiecznego użytkowania.,4,Art. 49g ust. 2 pkt 3 wymaga ekspertyzy osoby z odpowiednimi uprawnieniami.
Jaki pomiar geodezyjny należy do dokumentów uproszczonej legalizacji?,Inwentaryzacja powykonawcza obiektu.,Tylko pomiar sąsiedniej drogi publicznej.,Wyłącznie szkic przed rozpoczęciem budowy.,Wyłącznie mapa całej gminy w skali 1:100000.,1,Art. 49g ust. 2 pkt 2 wymaga geodezyjnej inwentaryzacji po wybudowaniu.
Co bada organ w uproszczonej legalizacji oprócz kompletności dokumentów?,Czy ekspertyza potwierdza bezpieczeństwo i możliwość użytkowania obiektu.,Wyłącznie czy inwestor ma rachunek bankowy w Polsce.,Wyłącznie wysokość kosztów materiałów.,Tylko czy roboty trwały krócej niż rok.,1,Art. 49h ust. 1 nakazuje sprawdzić treść ekspertyzy o stanie obiektu.
Czy decyzja wydana w uproszczonej legalizacji może stanowić podstawę użytkowania obiektu?,"Tak, ale wyłącznie po wydaniu nowego pozwolenia na budowę.","Nie, zawsze konieczne jest osobne zgłoszenie do gminy.","Tak, decyzja o legalizacji stanowi taką podstawę.","Nie, uproszczony tryb dotyczy tylko rozbiórki.",3,Art. 49i ust. 2 nadaje decyzji legalizacyjnej skutek umożliwiający użytkowanie.
Co może spowodować nakaz rozbiórki w uproszczonej legalizacji mimo złożenia dokumentów?,Ekspertyza wykazująca zagrożenie albo brak możliwości bezpiecznego użytkowania.,Zmiana numeru telefonu właściciela obiektu.,Sama obecność starego dziennika budowy.,Brak kosztorysu wykonawcy sprzed 20 lat.,1,Art. 49i ust. 1 pkt 2 lit. c nakazuje rozbiórkę przy negatywnej ekspertyzie.
Co musi wskazać postanowienie o wstrzymaniu robót prowadzonych niezgodnie z prawem poza samym zakazem?,Wyłącznie wartość rynkową powstałego obiektu.,Tylko historię zmian właściciela działki.,Przyczynę wstrzymania i wymagane zabezpieczenia.,Wyłącznie koszt przyszłej kontroli okresowej.,3,Art. 50 ust. 2 wymaga podania powodu i potrzebnych zabezpieczeń.
"Po jakim czasie zasadniczo traci ważność postanowienie o wstrzymaniu robót z art. 50, jeśli nie ma dalszej decyzji?",Po 2 miesiącach od doręczenia.,Po 14 dniach od sporządzenia projektu.,Po 3 latach od pierwszej kontroli.,Po 6 miesiącach od zakończenia budowy.,1,"Art. 50 ust. 4 wyznacza dwa miesiące, chyba że wydano dalszą decyzję."
Co organ może nakazać w razie istotnego odstąpienia od zatwierdzonego projektu?,Wyłącznie nowy kosztorys inwestycji bez aktualizacji rozwiązań projektowych.,Jedynie naniesienie zmian na dziennik budowy bez projektu zamiennego.,Sporządzenie i przedstawienie projektu zamiennego uwzględniającego wykonane zmiany.,Projekt rozbiórki obiektu zamiast projektu uwzględniającego wykonane odstąpienia.,3,Art. 51 ust. 1 pkt 3 pozwala żądać projektu zamiennego i działań doprowadzających roboty do prawa.
Jaki termin ma organ na decyzję po wstrzymaniu robót w trybie art. 50?,Zawsze 14 dni od zamknięcia dziennika.,Co do zasady 2 miesiące od wydania postanowienia.,Tylko 3 dni robocze od pierwszej kontroli.,Co najmniej 5 lat od zakończenia robót.,2,Art. 51 ust. 1 nakazuje rozstrzygnąć przed upływem dwóch miesięcy.
Co robi organ po wykonaniu nałożonych czynności naprawczych z art. 51 ust. 1 pkt 2?,Przekazuje sprawę wyłącznie do urzędu skarbowego.,Sprawdza wykonanie obowiązku i wydaje decyzję potwierdzającą je albo nakazującą dalsze skutki.,Automatycznie usuwa całą dokumentację budowy.,Bez kontroli uznaje obiekt za rozebrany.,2,Art. 51 ust. 3 wymaga weryfikacji wykonania nałożonych działań.
Jak organ kończy sprawę istotnego odstąpienia po przyjęciu projektu zamiennego przy niedokończonych robotach?,Zatwierdza projekty i pozwala wznowić roboty.,Tylko zamyka dziennik budowy bez decyzji.,Wyłącznie wydaje nową decyzję o warunkach zabudowy.,Zawsze nakazuje rozbiórkę całego obiektu.,1,Art. 51 ust. 4 przewiduje zatwierdzenie projektu zamiennego i pozwolenie na wznowienie.
"Kiedy organ może najpierw pouczyć inwestora o doprowadzeniu robót do zgodności, zanim zastosuje tryb wstrzymania?",Tylko po stwierdzeniu katastrofy budowlanej.,Wyłącznie po sprzedaży działki sąsiedniej.,Przy każdej zmianie ceny materiałów budowlanych.,"Gdy roboty istotnie odbiegają od pozwolenia, projektu lub przepisów.",4,Art. 51a ust. 1 pozwala pouczyć przy stwierdzonej istotnej niezgodności robót.
Po jakim czasie organ zasadniczo sprawdza wykonanie pouczenia o doprowadzeniu robót do zgodności?,"Po 60 dniach, chyba że inwestor wcześniej wniesie o sprawdzenie.",Po 2 latach niezależnie od stanu robót.,Po 7 dniach bez możliwości wcześniejszego sprawdzenia.,Dopiero po wydaniu pozwolenia na użytkowanie.,1,Art. 51a ust. 3 przewiduje kontrolę po 60 dniach albo wcześniej na wniosek.
"Na kogo nakłada się obowiązki z decyzji dotyczących naruszeń, gdy inwestor nie może ich wykonać lub roboty są zakończone?","Na organ, który wcześniej wydał warunki zabudowy.",Na każdego mieszkańca sąsiedniej ulicy.,Na właściciela albo zarządcę obiektu.,Wyłącznie na projektanta sprawdzającego.,3,Art. 52 ust. 1 przenosi obowiązki na właściciela lub zarządcę w opisanym przypadku.
Z czyjej inicjatywy wszczyna się co do zasady postępowania dotyczące robót prowadzonych z naruszeniem ustawy?,Z urzędu przez właściwy organ.,Wyłącznie na wniosek wykonawcy robót.,Wyłącznie na żądanie projektanta.,Tylko po zgodzie wszystkich sąsiadów.,1,Art. 53a ust. 1 przewiduje wszczęcie postępowań z urzędu.
Czy pozwolenie na użytkowanie może objąć tylko część obiektu przed końcem wszystkich robót?,"Nie, decyzja może obejmować tylko cały zespół obiektów.","Nie, przed ukończeniem całości użytkowanie jest zawsze zakazane.","Tak, jeśli część może samodzielnie funkcjonować zgodnie z przeznaczeniem.","Tak, nawet gdy część nie nadaje się do samodzielnego użytkowania.",3,Art. 55 ust. 1a–1b wymaga samodzielnej funkcjonalności części oddawanej wcześniej.
Czy pozwolenie na użytkowanie może dotyczyć jednego z kilku obiektów objętych jednym pozwoleniem na budowę?,"Nie, decyzja zawsze musi dotyczyć wszystkich obiektów.","Tak, jeśli ten obiekt samodzielnie funkcjonuje zgodnie z przeznaczeniem.","Tak, choć obiekt nie ma jeszcze podstawowych instalacji.","Nie, można objąć tylko ostatni z wybudowanych obiektów.",2,Art. 55 ust. 1a–1b dopuszcza częściowe oddanie samodzielnego obiektu.
Kiedy inwestor zawiadamia Państwową Inspekcję Sanitarną przed użytkowaniem obiektu?,Dopiero po pięciu latach użytkowania budynku.,Przy każdej budowie domu jednorodzinnego bez wyjątków.,Gdy projekt wymagał uzgodnienia pod względem higieny i zdrowia.,Wyłącznie przy rozbiórce obiektu nieużytkowanego.,3,Art. 56 ust. 1 pkt 1 wiąże zawiadomienie z wcześniejszym uzgodnieniem sanitarnym.
Kiedy inwestor zawiadamia Państwową Straż Pożarną o zakończeniu budowy?,"Wyłącznie wtedy, gdy w trakcie budowy był pożar.",Przy każdym remoncie mieszkania niezależnie od projektu.,Dopiero przy pierwszej kontroli okresowej.,Gdy projekt wymagał uzgodnienia pod względem ochrony przeciwpożarowej.,4,Art. 56 ust. 1 pkt 2 wymaga zawiadomienia przy projekcie uzgadnianym pożarowo.
Jaki skutek ma brak stanowiska inspekcji sanitarnej lub straży pożarnej przez 14 dni po zawiadomieniu?,Zastępuje decyzję o warunkach zabudowy.,Traktuje się go zawsze jak odmowę użytkowania.,Powoduje automatyczny nakaz rozbiórki.,Traktuje się go jak brak sprzeciwu lub uwag.,4,Art. 56 ust. 2 uznaje milczenie tych organów za brak uwag.
"Co inwestor podaje przy zakończeniu budowy, jeśli dziennik był elektroniczny?",Wyłącznie hasło do konta kierownika budowy.,Tylko wydruk z portalu podatkowego.,Oryginał papierowego dziennika mimo korzystania z EDB.,Numer elektronicznego dziennika budowy.,4,Art. 57 ust. 1 pkt 1 wymaga numeru dziennika EDB zamiast papierowego oryginału.
Jaką wersję projektu technicznego dołącza się do zawiadomienia o zakończeniu budowy?,Tylko kosztorys zastępujący projekt techniczny.,Wyłącznie pierwszą wersję sprzed rozpoczęcia budowy.,Wyłącznie projekt niezwiązany z wybudowanym obiektem.,Wersję uwzględniającą zmiany dokonane w trakcie robót.,4,Art. 57 ust. 1 pkt 1a wymaga aktualnego projektu technicznego z dokonanymi zmianami.
